"subject"	"birthdate"	"deathdate"	"lifespan"	"species"	"sex"	"housing"	"event"	"max_bw"	"experimental"	"source"
"191017"	1991-01-27	NA	1.75832602979842	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"191140"	1991-06-14	NA	10.7635845749343	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"100506"	1992-06-01	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"96M028"	1996-10-16	NA	10.486963190184	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"102777"	2013-04-11	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"101328"	1984-07-22	NA	19.9824715162138	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"901140"	1990-04-13	NA	23.4854294478528	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"591574"	1991-12-24	NA	12.5575153374233	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"600581"	2000-10-30	NA	12.215162138475	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"G0032"	1976-03-01	NA	37.0070113935145	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"20615"	1976-12-14	NA	36.3907756354075	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"5293"	1978-01-09	NA	35.4760078878177	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"7180"	1983-09-07	NA	29.2944785276074	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"970097"	1997-11-02	NA	3.86448290972831	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"862056"	1986-07-16	NA	21.3409290096407	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"880059"	1988-03-11	NA	21.7599693251534	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"189021"	1989-05-03	NA	19.0238825591586	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"697026"	1997-01-18	NA	11.3086108676599	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"3087"	1986-11-08	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"4253"	1989-11-01	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"103951"	1993-01-12	NA	21.8585670464505	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"6864"	1998-05-22	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"101457"	1998-06-09	NA	13.3654688869413	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"8558"	2004-02-18	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"9789"	2006-10-14	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"9943"	2007-12-18	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"10929"	2012-01-15	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M5037"	1981-06-17	NA	30.4037028921998	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"31131"	1995-12-01	NA	18.7390446976337	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"197016"	1997-02-26	NA	14.7020157756354	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"2197"	2002-01-06	NA	8.86557843996494	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"2431"	2002-06-11	NA	8.43832164767748	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M02163"	2002-09-01	NA	10.9388694127958	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M02184"	2002-11-01	NA	10.771801051709	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"9245"	2005-06-17	NA	8.66290534618756	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M5018"	1971-04-12	NA	21.5764680105171	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M5021"	1973-01-01	NA	19.8510078878177	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"90M30"	1990-03-05	NA	3.28659070990359	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"190128"	1990-06-03	NA	1.47074934268186	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"190241"	1990-10-17	NA	1.09826906222612	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"755939"	1999-03-21	NA	15.3648115687993	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"5250"	1977-11-02	NA	33.7998466257669	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"911365"	1991-12-14	NA	18.3912138475022	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"A04205"	2004-05-29	NA	7.21954425942156	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"1316"	1978-02-20	NA	30.8309596844873	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	1979-01-26	NA	17.7256792287467	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"10282"	1985-05-09	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"960047"	1996-02-12	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"200553"	2001-07-24	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"200858"	2002-08-30	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"202597"	2007-10-20	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"002469"	1986-08-23	NA	11.4647239263804	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"191178"	1991-08-06	NA	13.4558501314636	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"195031"	1995-03-21	NA	9.83238387379492	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"200314"	2000-10-08	NA	10.7279798422436	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"37199"	2002-02-09	NA	10.2842900964067	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"5877"	2014-11-24	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M01093"	1994-03-21	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	1991-09-20	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	1983-09-16	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	1996-06-18	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	1982-10-08	NA	4.22326906222612	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"900029"	1990-07-09	NA	16.7643514460999	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"000378"	1992-04-01	NA	15.0334136722174	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"105237"	1995-08-07	NA	11.6838299737073	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	2008-02-17	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	2012-05-17	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M00251"	1976-07-21	NA	20.1878834355828	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"H95025"	1995-05-08	NA	10.2760736196319	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"H95026"	1995-05-08	NA	10.2760736196319	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"H97032"	1997-04-16	NA	8.3342462751972	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	1977-09-21	NA	31.2253505696757	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"10"	1981-07-19	NA	20.0399868536372	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M00248"	1973-04-20	NA	15.9865249780894	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	1986-06-24	NA	13.4366783523225	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"924629"	2000-07-03	NA	10.295245398773	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	2011-12-21	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"1669"	1996-10-20	NA	10.6868974583699	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	2003-02-27	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	2012-11-01	NA	0	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	2013-06-02	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"1643"	1980-07-04	NA	20.2645705521472	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"1253S"	1993-08-21	NA	17.6982909728309	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"930441"	2009-11-14	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"974171"	2013-04-24	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"562001"	1956-12-22	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"590276"	1959-09-23	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"610278"	1961-04-17	1992-09-16	31.4280236634531	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"28756"	1961-09-09	1992-01-25	30.3872699386503	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"29643"	1964-01-10	1968-06-24	4.45606923751096	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"640281"	1964-06-01	1989-07-06	25.1040753724803	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"165151"	1965-06-03	2010-09-30	45.3412576687117	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"21"	1965-06-22	1991-05-06	25.8791630148992	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"65M019"	1965-09-01	1965-09-06	0.0136941279579316	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"000I00"	1965-12-18	1972-10-10	6.81419807186678	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"000I01"	1966-08-19	1971-06-15	4.82307186678352	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"066208"	1966-10-16	1983-01-24	16.2795793163891	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"32256"	1967-04-08	2013-10-28	46.5737291849255	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"24"	1967-05-03	1969-06-07	2.09794040315513	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"25"	1967-05-03	2012-05-20	45.0646362839614	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"102396"	1967-09-19	1967-09-28	0.0246494303242769	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"671203"	1967-11-14	1968-06-07	0.564198071866784	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"682001"	1968-02-01	1982-06-07	14.3514460999124	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"102397"	1968-07-15	NA	18.8869412795793	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"680282"	1968-07-17	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"000I03"	1969-03-07	2003-10-30	34.659837861525	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"28"	1969-04-15	2005-11-06	36.5742769500438	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"692003"	1969-07-18	1993-06-29	23.9565074496056	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"60"	1969-08-26	1994-01-23	24.4193689745837	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"________"	1969-08-28	1969-08-28	0	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"102398"	1969-09-16	2003-03-04	33.4739263803681	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"69M007"	1969-11-15	1972-11-17	3.00723049956179	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"19996"	1969-11-15	1969-11-24	0.0246494303242769	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"102399"	1969-11-30	1970-01-01	0.0876424189307625	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M5016"	1970-01-23	2000-11-17	30.8282208588957	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M5017"	1970-01-31	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"787"	1970-03-01	1970-06-03	0.257449605609115	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"17020"	1970-05-26	1972-06-13	2.05138036809816	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"001158"	1970-07-10	NA	43.8376424189308	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"1400"	1970-07-22	2005-02-12	34.5749342681858	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"913"	1970-08-29	1972-06-13	1.79119193689746	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"________"	1970-10-29	1997-05-04	26.522787028922	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"700283"	1970-11-23	1970-11-29	0.016432953549518	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"________"	1971-02-02	1987-05-27	16.3179228746713	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"1631"	1971-03-06	1971-03-16	0.0273882559158633	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"1632"	1971-04-10	1994-08-22	23.3758764241893	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"1643"	1971-04-21	NA	29.2232690622261	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"710284"	1971-05-02	2009-07-23	38.2394829097283	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"21422"	1971-05-17	1974-07-09	3.14691060473269	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"30"	1971-05-27	2009-12-09	38.5517090271692	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"17117"	1971-07-04	NA	8.74780893952673	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"1240"	1971-09-22	1971-12-26	0.260188431200701	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"61"	1971-11-04	2010-02-16	38.2997370727432	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"000I04"	1971-11-16	1971-11-16	0	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M5018"	1971-04-12	NA	21.5764680105171	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M5019"	1971-12-09	2007-06-11	35.5170902716915	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"712007"	1971-12-28	NA	36.2593120070114	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"72M009"	1972-01-13	1972-01-13	0	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M00245"	1972-03-03	NA	22.6226993865031	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"720285"	1972-03-05	1973-08-27	1.47896581945662	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"NONE"	1972-03-09	2013-03-31	41.0741673970202	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"1320"	1972-04-10	1984-03-05	11.9056748466258	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M00246"	1972-05-14	NA	20.2919588080631	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"100339"	1972-05-29	2006-07-03	34.1065950920245	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M5020"	1972-07-13	NA	16.9971516213847	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"G0028"	1972-08-07	NA	26.9609991235758	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"2781"	1972-09-01	1973-04-28	0.654579316389132	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"34"	1972-09-22	1972-09-22	0	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"721411"	1972-10-02	1984-07-08	11.7687335670464	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"2362"	1972-12-06	1988-06-05	15.5017528483786	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M5021"	1973-01-01	NA	19.8510078878177	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"06957"	1973-01-10	2012-03-30	39.2309377738826	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"4114"	1973-03-23	NA	33.7532865907099	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"________"	1973-03-30	NA	1.21056091148116	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"________"	1973-04-14	1973-04-26	0.0328659070990359	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M00248"	1973-04-20	NA	15.9865249780894	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"________"	1973-06-07	1973-11-16	0.443689745836985	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M350"	1973-07-15	NA	25.5258545135846	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"731046"	1973-09-06	1997-12-04	24.2523006134969	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M364"	1973-09-11	2006-09-20	33.0357142857143	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"100093"	1973-10-15	1991-10-03	17.9721735319895	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"23009"	1973-11-21	1973-11-21	0	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"2538"	1973-12-12	1984-05-11	10.4157537248028	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"1741"	1974-01-12	2008-03-11	34.1723269062226	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"________"	1974-03-05	NA	2.28144171779141	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M5022"	1974-04-15	1990-12-20	16.6876643295355	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"G0030"	1974-04-26	2007-05-06	33.0384531113059	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"2914"	1974-05-18	1978-01-24	3.68919807186678	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"379705"	1974-06-05	NA	36.6783523225241	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"07485"	1974-07-05	1974-07-09	0.0109553023663453	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"23044"	1974-07-12	2004-12-07	30.4173970201578	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"83"	1974-07-23	1980-05-31	5.85834794040315	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"3012"	1974-07-26	1975-12-14	1.38584574934268	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M00249"	1974-08-08	NA	25.1478965819457	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"________"	1974-08-09	1977-05-09	2.74978089395267	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M5023"	1974-08-16	NA	26.7062883435583	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"741360"	1974-08-27	1975-01-27	0.419040315512708	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"3045"	1974-09-08	1975-11-25	1.21329973707274	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"740287"	1974-09-25	1974-11-07	0.117769500438212	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"101235"	1974-10-02	NA	16.8739044697634	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"M405"	1974-10-23	NA	9.75843558282209	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"740013"	1974-10-30	2001-12-13	27.1308063102542	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"G6"	1974-10-30	2009-03-19	34.3969106047327	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"07848"	1975-01-01	1975-01-01	0	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"________"	1975-01-02	1977-05-30	2.40742769500438	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"1633"	1975-01-15	1976-06-15	1.41597283085013	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"1575"	1975-01-28	2003-10-03	28.6891980718668	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M411"	1975-01-29	NA	8.53691936897458	"Western Lowland Gorilla"	"Male"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"H75000"	1975-04-02	2008-12-20	33.7313759859772	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"H75001"	1975-04-30	NA	0	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"1758"	1975-05-01	2004-05-18	29.0589395267309	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"4247"	1975-05-10	1975-05-11	0.00273882559158633	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"35"	1975-05-13	NA	4.25339614373357	"Western Lowland Gorilla"	"Female"	NA	0	NA	"NO"	"STUD_BOOOK_2014"
"H75002"	1975-05-29	1975-07-12	0.120508326029798	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"100352"	1975-06-15	1975-06-15	0	"Western Lowland Gorilla"	"Male"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"2782"	1975-07-15	1975-08-01	0.0465600350569676	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
"M00250"	1975-09-09	1991-03-26	15.5483128834356	"Western Lowland Gorilla"	"Female"	NA	1	NA	"NO"	"STUD_BOOOK_2014"
